Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
117,408,no,no,38,49.2,79,0.27,307.8,44,18.51,255.6,135,6.26,12.9,15,0.52,4,0
237,415,no,yes,40,24.9,91,35.66,138.1,131,7.68,33.9,84,13.72,6.2,11,2.4,1,0
110,510,no,no,39,195.2,148,26.38,104.1,143,3.13,213.5,157,2.26,14.2,10,2.11,7,0
74,408,no,no,12,101.6,29,31.29,292.5,65,21.17,359.2,12,2.23,12.1,17,0.57,7,1
107,510,no,no,13,289.8,122,32.09,11.6,22,3.95,2.6,57,15.81,0.9,11,1.71,0,0
226,408,no,no,43,235.2,130,10.44,215.6,67,13.31,65.9,2,1.61,18.2,9,2.68,8,0
57,408,no,yes,39,339.8,69,45.43,317.1,147,18.96,321.8,99,0.07,1.6,4,3.25,1,0
218,415,no,no,21,89.2,28,32.77,148.9,144,16.63,353.1,103,6.61,10.1,1,1.44,3,0
169,408,no,no,17,170.0,2,15.94,97.8,5,29.33,279.3,4,1.77,10.3,9,2.38,5,1
241,408,no,yes,47,175.4,160,55.31,178.5,81,23.57,391.7,21,14.67,16.7,15,3.67,8,0
3,415,no,yes,28,83.7,74,0.75,260.4,122,23.23,35.6,65,15.69,18.3,5,2.11,0,0
120,510,no,no,42,206.5,44,42.83,187.5,166,10.67,215.5,88,8.2,18.8,5,4.7,8,1
6,408,no,no,15,155.2,68,22.49,2.8,104,0.25,270.6,39,7.23,11.4,19,0.15,7,1
5,415,no,yes,45,156.4,159,30.83,28.4,33,22.03,277.5,87,9.16,13.6,11,1.3,6,1
5,408,no,no,34,127.0,110,17.2,261.8,53,29.99,313.4,121,3.85,1.8,8,0.67,1,0
54,415,no,yes,33,5.9,83,18.95,145.2,81,12.18,362.5,4,5.07,9.8,16,2.71,6,1
47,510,no,no,2,182.7,51,0.89,284.9,93,29.57,142.8,143,1.72,18.0,9,0.89,1,0
215,510,no,no,3,117.3,115,43.06,235.8,64,4.25,17.0,116,7.59,9.1,7,3.71,8,1
177,415,no,yes,4,0.5,102,41.94,211.1,86,8.9,143.2,14,10.4,1.4,8,4.59,3,0
9,415,no,no,9,107.8,140,38.61,327.2,28,5.12,265.3,74,15.81,4.0,6,1.04,1,0
99,415,no,yes,28,97.5,79,51.8,7.7,40,14.26,84.3,79,12.56,8.6,9,4.53,4,0
20,510,no,no,31,137.7,28,53.17,56.3,104,23.91,319.9,17,12.29,4.8,0,3.16,8,1
122,408,yes,yes,30,46.1,153,32.83,226.6,62,10.22,86.8,174,5.24,7.8,18,0.98,3,1
241,510,no,no,1,177.7,101,40.4,23.9,159,27.19,4.0,101,15.1,6.7,10,3.68,4,0
61,415,no,yes,11,242.4,58,0.65,234.1,65,16.34,200.7,131,16.1,6.4,19,0.45,7,1
123,415,no,no,26,220.6,158,49.93,357.2,111,13.96,287.0,52,15.85,1.8,9,3.46,2,0
234,510,no,no,4,281.3,11,48.17,319.0,99,23.61,138.1,57,0.66,17.7,1,4.31,5,0
163,415,no,yes,36,158.2,163,1.19,214.5,144,3.04,295.8,111,10.27,13.9,13,4.75,0,0
178,510,no,no,26,181.7,9,32.03,324.5,65,23.21,173.2,84,10.93,12.5,11,0.27,2,0
82,415,no,yes,22,283.6,133,53.49,42.2,67,7.29,67.8,74,5.02,12.1,3,0.31,7,1
62,408,no,no,32,149.7,134,10.7,165.1,33,8.42,35.8,57,16.87,7.9,12,4.65,5,1
145,408,no,yes,3,245.6,30,20.81,155.6,0,17.98,280.7,115,4.95,16.5,19,3.95,3,0
216,415,no,no,20,152.1,90,19.53,122.1,150,27.06,152.4,58,3.68,18.6,9,3.87,7,0
3,510,no,no,23,146.2,2,21.0,0.1,133,17.35,360.5,161,8.23,0.1,1,3.71,2,0
160,408,no,no,43,266.1,103,2.47,323.4,15,19.47,213.4,29,5.49,1.6,16,3.59,1,1
227,510,no,no,30,61.2,125,16.46,282.3,1,23.3,137.6,67,15.71,13.5,9,3.07,7,0
230,415,yes,no,43,118.5,0,17.4,237.0,115,7.78,137.9,74,7.48,4.7,15,4.06,3,0
13,510,no,no,47,78.5,134,51.09,46.8,75,24.82,51.9,67,6.97,18.2,8,0.17,8,1
120,408,no,no,23,125.7,14,20.77,137.3,26,12.54,234.5,153,10.64,13.3,18,3.7,2,0
125,510,no,no,48,80.6,88,26.39,335.5,18,5.27,230.0,130,1.38,7.4,10,2.91,8,0
239,510,no,yes,9,202.8,157,22.46,223.9,27,10.5,316.0,56,12.86,8.3,5,4.54,5,0
89,415,no,no,48,279.4,121,7.12,219.0,34,7.38,79.5,164,13.06,13.8,3,4.68,4,0
73,415,no,no,48,275.3,115,58.43,331.5,114,6.86,114.9,165,8.06,2.8,15,1.21,1,0
68,415,yes,no,49,127.6,35,48.72,203.2,67,8.48,38.4,40,16.25,17.7,11,3.95,5,0
142,408,no,no,1,346.1,66,31.91,216.9,48,5.43,116.7,3,9.85,0.1,15,4.78,3,0
101,408,no,yes,30,207.8,132,28.11,125.5,6,20.03,169.1,153,11.82,19.6,2,1.33,4,0
98,415,no,no,24,139.8,24,38.31,134.8,36,17.4,380.8,38,15.71,3.4,11,4.26,5,0
11,415,no,yes,3,292.4,10,19.26,248.9,114,19.45,258.0,108,11.33,14.8,14,2.93,6,1
105,408,no,yes,50,255.5,65,2.97,116.3,152,10.31,309.2,105,7.34,0.8,19,1.97,3,1
184,408,no,yes,10,262.2,155,23.85,203.0,114,23.09,128.6,107,0.42,8.6,11,4.12,7,0
67,408,no,no,16,68.6,59,58.05,101.3,40,3.89,57.1,169,12.38,12.6,8,4.35,4,1
123,408,no,yes,43,163.9,137,10.76,60.3,80,17.13,101.4,10,16.4,1.4,9,1.41,6,0
220,415,no,yes,1,301.6,49,31.13,164.9,61,8.26,101.3,10,7.99,8.9,7,3.97,5,1
29,408,no,no,5,176.4,164,0.5,78.9,168,15.83,230.3,53,5.78,6.1,12,0.25,4,0
137,415,yes,yes,8,239.2,62,7.2,326.2,141,9.71,134.9,165,8.83,10.0,14,2.09,6,0
195,510,no,yes,4,205.8,91,34.64,110.2,1,23.72,338.7,19,12.38,10.1,16,0.35,3,0
153,510,no,yes,19,294.8,37,17.55,216.9,87,26.74,390.5,153,0.01,15.7,11,1.47,6,0
226,408,no,no,28,99.6,119,53.44,95.6,47,22.28,135.6,127,15.08,2.5,15,4.75,2,0
76,510,no,no,20,201.4,32,23.96,93.7,54,5.27,278.5,75,15.07,1.7,10,3.67,7,0
170,510,no,yes,8,43.1,74,12.27,127.3,11,8.25,259.7,118,9.2,8.0,18,3.78,3,0
9,510,no,no,27,241.6,44,32.19,332.5,0,27.58,76.8,13,2.08,17.8,12,0.67,3,0
207,408,no,no,7,256.2,128,46.9,142.1,102,13.12,362.6,122,11.42,17.1,2,2.89,0,0
40,408,no,no,30,15.0,52,1.15,298.1,33,28.24,78.8,24,2.34,11.2,3,1.94,7,1
25,510,no,no,19,236.5,160,29.83,71.6,111,11.77,291.1,105,8.63,17.8,14,3.67,4,1
5,415,no,no,26,145.1,66,45.63,17.5,45,28.55,137.3,105,1.59,16.1,13,0.79,8,0
139,510,no,no,7,43.4,142,6.11,283.7,146,27.77,145.0,102,10.01,5.6,10,1.41,2,0
187,408,no,yes,20,147.0,104,53.27,196.7,155,19.82,179.9,9,5.41,3.4,12,4.49,4,0
226,408,yes,yes,27,68.0,13,15.61,182.9,98,0.26,341.5,13,14.13,6.0,19,0.85,3,1
216,408,no,no,22,145.4,150,10.07,98.8,167,12.01,55.4,132,13.6,4.5,17,3.16,6,1
124,510,yes,yes,5,134.5,123,34.77,26.3,56,27.34,21.6,21,16.97,12.5,12,1.58,4,1
207,415,no,no,2,258.4,119,10.33,175.3,50,26.55,158.8,74,4.38,11.7,18,0.41,1,1
38,408,no,no,4,271.0,135,40.1,314.8,21,5.62,22.0,28,1.05,12.0,3,1.12,5,1
72,408,no,no,8,212.5,35,28.92,43.6,67,11.98,271.6,134,7.53,3.8,11,4.35,3,0
133,510,no,no,6,7.9,127,6.49,337.3,135,25.07,300.3,145,1.42,15.8,2,4.55,5,0
176,415,no,no,3,325.9,133,53.84,99.7,59,17.34,337.6,158,3.03,8.7,15,2.1,0,0
90,510,no,yes,38,240.2,96,39.72,193.2,64,25.42,293.8,170,10.15,9.4,0,3.1,0,0
146,408,no,no,4,12.0,155,32.21,24.1,35,24.8,362.0,34,10.07,19.9,3,2.6,3,0
198,415,no,no,10,286.6,157,22.09,154.3,28,27.22,295.6,70,0.74,5.6,8,1.4,6,0
37,415,no,no,14,70.1,80,7.96,45.7,55,3.52,369.7,93,7.53,7.9,12,1.72,6,0
60,408,no,no,33,202.7,72,41.74,17.4,81,4.36,76.3,3,9.01,13.5,9,2.63,0,0
176,415,yes,no,12,163.3,70,48.01,350.9,131,2.48,197.4,50,4.56,17.6,8,3.48,4,1
205,415,yes,no,47,146.9,45,7.42,265.0,166,28.06,392.6,93,14.82,2.5,19,1.75,5,1
28,510,no,no,6,311.4,155,29.18,261.0,162,14.25,269.2,29,2.74,14.7,5,3.49,4,1
197,408,no,no,39,153.1,144,28.61,32.9,152,1.93,347.1,93,4.32,18.4,18,4.8,6,1
205,408,no,no,5,26.4,59,20.64,337.4,43,9.65,12.0,109,2.67,8.5,2,0.12,5,0
81,408,no,no,38,331.3,59,46.57,170.4,167,10.54,344.3,73,1.98,5.7,9,0.82,4,1
114,408,no,no,49,322.2,4,5.87,309.4,30,24.29,275.6,141,14.94,13.6,9,4.58,4,1
40,408,no,yes,29,239.6,134,12.1,4.6,80,22.06,67.4,163,4.72,4.9,1,0.36,8,1
45,415,no,no,21,163.8,144,0.09,108.2,73,20.68,10.1,86,12.28,7.7,12,3.83,2,0
224,510,no,no,24,32.5,58,22.01,361.6,123,0.66,102.7,139,7.28,17.9,6,3.12,8,0
62,408,no,no,27,276.8,8,17.18,155.3,15,27.32,361.7,75,10.81,11.8,12,0.24,1,0
93,510,no,no,19,26.4,149,51.15,322.5,67,6.47,263.9,161,15.78,1.9,13,0.0,6,0
115,510,no,yes,38,24.0,44,44.0,119.1,118,18.87,363.2,25,14.36,6.6,17,2.51,5,1
186,415,no,yes,2,188.1,79,4.98,190.7,68,1.85,176.2,133,1.17,12.5,13,0.59,7,0
67,408,no,yes,4,56.0,12,43.72,310.1,41,2.45,370.0,100,14.37,9.6,12,4.36,8,1
56,415,no,yes,0,2.7,82,39.85,219.9,109,0.29,182.9,114,7.68,13.2,18,2.4,5,0
40,408,no,no,14,148.1,11,16.62,263.2,40,16.98,80.7,142,5.95,15.2,7,1.17,1,0
98,415,no,no,25,48.0,163,0.91,83.1,49,18.88,59.8,105,11.43,9.6,3,0.84,3,0
40,510,no,no,2,56.2,9,6.79,56.6,5,1.51,392.6,102,16.15,19.7,8,4.18,2,0
91,408,yes,no,39,26.9,15,14.75,83.6,74,8.71,131.9,146,1.6,18.3,11,3.59,2,0
205,510,yes,yes,40,71.8,91,48.18,179.0,16,25.54,63.2,103,13.06,1.2,19,3.59,4,1
237,510,no,yes,46,250.4,18,27.45,290.8,104,3.04,3.3,174,3.46,5.3,1,0.43,0,0
33,415,yes,yes,41,283.1,103,54.19,128.5,66,6.5,112.8,76,6.46,6.0,3,3.12,8,0
6,408,no,no,33,158.4,133,46.56,205.0,143,12.73,351.2,94,14.85,3.7,18,4.35,3,0
216,510,no,no,4,177.3,131,16.94,292.1,99,25.27,210.9,106,9.28,6.2,8,3.83,6,0
147,415,no,yes,30,11.4,157,49.88,86.7,89,7.65,249.8,111,1.15,8.5,8,0.59,6,0
80,408,no,no,50,24.3,102,6.89,320.5,161,29.91,364.3,51,8.64,1.0,10,4.75,6,0
168,408,no,yes,12,90.1,94,2.13,346.0,80,10.66,202.6,17,13.42,2.5,9,0.35,4,1
92,510,no,no,42,190.4,26,35.9,14.1,114,11.59,331.1,174,8.99,1.9,2,2.78,3,0
97,408,no,no,0,258.8,36,20.16,21.5,19,3.66,127.9,56,2.84,0.9,7,4.73,3,0
59,510,no,no,21,211.8,136,19.44,33.0,79,20.41,386.0,32,7.57,9.6,10,4.11,4,1
59,408,no,no,14,137.2,60,40.55,282.0,55,7.3,31.1,103,15.71,6.7,5,3.4,5,0
48,415,no,no,25,41.4,34,50.16,68.7,52,18.87,286.3,159,11.19,18.7,17,4.28,6,0
169,510,no,yes,17,273.3,105,19.01,263.4,48,6.69,260.9,131,12.41,2.1,7,3.37,4,1
13,510,no,no,47,127.3,46,19.18,160.2,3,11.64,75.7,168,13.36,18.5,1,0.27,8,0
107,408,yes,no,8,257.6,148,31.5,303.6,17,25.7,153.6,18,1.54,1.7,19,1.75,8,1
45,408,no,no,0,179.5,144,38.54,293.5,35,22.17,123.6,6,9.89,12.4,4,2.14,0,0
89,510,yes,no,42,258.5,54,11.97,348.4,116,4.64,37.3,25,6.39,5.0,9,2.73,4,1
181,408,no,no,8,317.6,87,53.85,91.1,34,18.23,231.0,86,2.37,16.5,17,1.15,1,0
170,415,yes,no,22,322.4,94,38.61,83.2,29,18.86,392.5,97,3.45,1.2,11,4.41,3,0
100,408,no,yes,42,187.3,5,36.88,11.4,117,2.72,221.0,135,13.28,19.1,1,1.14,6,0
191,415,no,no,44,179.0,120,53.35,149.0,62,13.97,215.4,140,2.75,0.9,9,3.29,5,0
155,415,no,yes,1,93.0,162,53.53,166.6,81,7.82,15.9,31,5.31,4.8,11,4.38,6,0
166,415,no,yes,13,327.5,49,8.0,350.1,148,14.01,55.0,33,4.84,9.3,18,3.66,2,0
188,415,no,no,37,160.3,164,8.56,301.6,68,23.31,202.7,145,0.83,15.1,4,0.68,4,1
7,415,no,no,39,44.7,12,44.95,60.5,124,4.75,389.1,54,7.86,19.0,9,4.76,5,0
133,408,no,yes,17,151.4,24,56.46,289.9,168,3.7,346.3,42,13.02,8.6,0,0.46,5,1
235,415,no,no,15,44.5,122,39.32,64.7,53,8.08,134.4,151,0.38,15.1,6,1.0,5,0
45,408,no,no,28,175.9,128,24.27,28.2,86,28.57,214.5,148,1.91,14.5,0,0.7,8,1
58,415,no,yes,43,196.4,48,40.32,303.9,157,22.43,218.3,145,12.24,11.4,16,3.33,5,1
31,510,no,no,10,118.2,121,13.5,354.3,55,0.58,270.7,141,10.09,13.8,11,4.04,1,0
23,415,yes,no,5,25.1,34,58.88,32.0,78,12.03,271.7,18,12.16,0.8,6,1.19,8,1
170,510,no,no,2,330.2,82,25.43,295.5,168,7.72,312.0,56,3.91,8.8,7,4.9,3,0
138,415,no,no,13,270.7,52,54.97,311.9,141,19.14,9.9,79,13.66,15.7,2,0.7,6,0
160,415,no,no,1,293.6,75,25.42,43.1,148,13.78,372.8,1,8.16,9.5,14,1.58,5,1
107,415,no,no,31,128.4,103,54.76,102.8,119,28.93,27.7,161,10.38,17.5,11,2.45,8,0
181,510,no,no,30,266.3,46,19.81,266.3,24,6.57,188.1,48,1.57,16.7,16,4.04,2,1
158,510,no,no,10,169.9,42,44.87,293.2,108,17.64,363.2,89,3.49,17.3,1,1.88,7,1
39,415,no,yes,21,70.4,147,56.11,128.5,94,21.01,192.6,21,13.15,2.6,16,0.9,4,1
159,408,no,no,2,43.5,160,38.11,58.1,52,24.77,25.1,171,3.81,4.9,3,2.32,5,0
82,415,no,no,49,120.8,92,39.98,235.3,47,12.21,90.5,90,1.57,0.6,6,2.38,2,0
100,510,no,yes,30,48.1,143,6.07,254.8,69,20.61,228.6,162,10.15,19.7,14,0.08,2,0
2,415,no,no,32,349.4,77,27.98,182.8,131,9.1,34.7,28,9.31,4.7,15,0.1,6,1
206,510,no,no,23,17.2,6,52.32,52.6,151,13.06,167.4,5,10.33,7.3,5,1.39,5,0
77,510,no,yes,0,154.4,69,14.21,306.5,158,26.87,130.0,164,10.51,5.5,4,3.71,1,0
221,510,no,no,43,158.2,148,46.51,234.2,82,28.5,322.0,122,8.5,0.8,15,1.83,7,1
12,415,yes,no,14,105.2,35,39.87,315.5,156,21.56,43.5,84,8.39,5.2,0,1.06,4,1
39,510,no,no,36,200.0,103,13.16,338.7,132,11.23,269.7,158,15.71,2.0,14,0.56,6,1
194,510,no,no,26,52.5,53,16.68,292.5,81,24.6,160.6,122,9.08,7.9,19,1.4,2,0
224,415,no,no,37,274.4,146,25.23,348.0,103,0.78,232.2,103,10.49,19.3,4,2.41,4,1
13,510,no,no,47,116.4,24,7.38,346.4,74,3.08,81.2,13,4.54,14.0,12,0.47,2,0
46,415,yes,no,26,207.0,66,53.89,224.8,88,19.84,240.8,69,14.81,14.1,13,0.07,2,0
155,510,no,yes,43,250.5,108,43.62,264.3,63,8.74,266.2,138,0.41,9.1,1,0.64,0,0
113,408,no,no,11,311.2,47,21.53,253.9,34,28.54,27.7,154,9.47,16.2,1,3.69,2,1
233,408,no,yes,2,292.5,90,17.68,225.5,11,13.08,325.6,101,6.53,18.2,18,2.33,6,1
17,510,no,no,29,212.9,1,40.69,7.0,89,12.88,340.2,68,10.27,19.2,18,2.23,8,0
104,408,yes,no,31,135.9,133,25.03,129.2,54,20.34,25.1,78,6.12,2.0,11,0.1,0,1
223,415,no,no,22,176.1,126,13.53,36.3,111,23.03,238.3,37,12.2,17.6,16,3.55,3,0
98,408,no,no,1,269.1,45,25.38,109.0,68,14.27,234.6,61,0.35,4.5,1,1.01,6,1
188,510,no,yes,6,307.1,105,51.41,24.9,90,6.42,4.9,79,6.9,7.9,10,0.45,5,1
192,510,no,yes,33,36.3,39,4.05,334.0,37,23.2,135.2,145,14.13,6.9,16,4.21,3,1
88,415,no,yes,31,134.7,57,21.73,163.8,28,9.61,382.7,116,4.25,13.5,13,2.43,2,0
109,510,no,no,38,271.6,77,56.78,68.7,11,5.25,219.4,125,0.9,12.0,8,3.74,5,0
163,415,no,no,31,151.1,32,0.88,212.3,146,18.95,368.6,23,8.44,2.2,18,4.11,3,0
240,408,no,yes,42,116.3,61,52.55,71.3,136,2.71,266.9,98,16.6,15.7,18,4.82,4,0
70,408,no,no,42,144.0,11,22.12,292.0,81,29.14,11.2,134,1.09,8.8,0,3.12,1,0
211,415,no,no,13,211.0,125,11.18,111.0,156,18.97,30.7,13,1.19,0.0,4,0.34,8,1
158,415,no,no,2,349.9,48,0.88,114.3,2,29.58,285.3,93,10.12,8.3,18,2.79,1,0
199,510,no,no,45,172.5,87,4.16,315.8,86,10.17,219.1,23,4.25,10.3,1,2.55,3,0
74,408,no,no,31,73.0,77,10.14,203.0,157,29.14,50.2,12,6.97,1.4,13,0.29,7,1
233,415,no,yes,42,57.0,4,1.5,322.1,87,4.37,242.6,146,14.12,3.0,18,1.53,6,1
224,408,no,no,35,14.8,68,19.82,149.9,52,1.22,320.1,28,3.38,19.9,7,2.06,3,0
226,415,no,no,16,195.6,110,2.65,124.8,100,0.99,297.4,21,12.23,17.4,16,0.8,7,1
63,408,no,no,47,190.6,159,40.84,183.8,3,13.95,97.2,1,8.58,2.7,1,0.04,5,0
156,510,no,no,2,71.8,59,48.32,22.3,56,2.49,102.0,102,15.38,11.6,16,3.78,7,0
60,408,no,yes,9,243.4,45,52.36,56.0,27,15.37,382.3,35,16.54,7.6,7,4.26,3,0
79,408,no,no,46,259.4,12,32.4,79.7,15,9.83,350.5,37,8.24,10.9,13,1.15,4,1
222,408,no,no,39,90.7,107,55.84,296.5,12,10.07,125.7,17,9.94,9.4,16,0.02,3,0
37,408,no,no,17,120.4,111,0.33,266.4,52,19.07,325.5,50,12.68,1.0,5,4.45,6,0
221,408,no,no,2,346.7,99,7.91,70.2,47,4.89,63.9,142,5.42,6.3,10,0.67,3,1
22,510,no,no,38,131.0,145,17.3,100.5,24,23.0,77.8,127,3.85,2.5,7,2.02,4,0
196,415,no,no,9,266.3,112,46.55,342.8,65,17.46,71.6,16,16.4,9.8,12,1.83,8,1
148,408,no,no,8,158.5,96,52.24,31.1,157,27.45,34.6,111,7.35,18.1,7,0.82,7,1
96,510,no,no,45,277.7,50,36.47,198.7,103,10.95,337.6,76,0.03,19.9,6,2.99,1,0
228,408,no,no,45,269.2,117,22.61,189.5,2,29.48,228.6,21,14.24,18.9,2,4.59,6,1
242,408,no,yes,10,233.7,35,39.28,263.4,150,17.27,102.3,122,10.19,19.7,1,2.57,1,0
68,415,no,yes,32,299.2,80,10.67,94.9,156,29.2,335.2,127,2.87,0.3,11,4.86,2,1
219,408,no,yes,35,328.7,102,27.01,339.3,168,0.81,317.0,89,0.51,14.6,3,0.95,0,0
192,510,yes,no,25,203.0,33,29.95,149.0,93,21.84,39.9,173,4.96,5.5,4,4.24,1,0
17,510,no,no,26,83.1,139,6.19,103.7,10,24.5,254.4,131,15.77,17.3,15,1.28,2,0
12,415,no,no,37,139.5,132,2.0,122.3,20,1.6,285.1,6,15.87,16.3,1,1.25,4,1
150,408,no,no,21,265.4,47,44.26,126.6,126,17.37,282.8,137,5.29,8.5,12,0.59,5,1
145,510,no,yes,25,227.8,103,31.55,72.2,90,24.06,285.6,14,14.21,9.5,3,4.32,6,1
138,408,no,yes,21,62.2,90,19.6,336.9,151,16.83,66.9,153,7.51,5.3,4,3.63,4,0
118,408,no,yes,4,17.9,123,25.8,63.5,94,1.91,124.5,39,11.12,5.8,11,1.71,4,1
193,408,no,no,34,239.0,39,56.5,320.5,93,20.8,333.5,101,5.69,19.6,14,1.75,7,0
22,415,yes,yes,1,87.9,140,22.71,147.0,128,1.82,354.9,143,8.77,17.8,4,4.22,0,0
218,408,no,yes,34,174.9,25,6.11,97.7,111,24.52,110.3,97,4.99,3.8,4,4.64,8,1
120,510,no,no,8,261.4,141,27.35,72.1,33,1.29,9.1,119,1.04,5.5,15,3.01,2,0
210,408,no,no,50,196.9,95,38.23,183.1,79,4.12,339.6,17,2.37,2.2,8,2.03,5,0
50,510,yes,yes,50,29.2,138,0.71,242.9,82,8.25,149.0,1,4.94,19.8,14,0.27,3,0
14,408,no,no,48,65.0,79,19.61,326.1,28,19.0,130.1,119,16.6,18.1,3,0.63,1,0
192,510,no,no,17,76.8,56,23.22,236.8,130,29.29,137.1,145,16.42,11.0,16,0.71,5,0
175,510,no,no,42,90.3,149,27.36,175.6,10,3.53,164.2,53,14.07,13.9,0,1.38,7,1
29,408,no,no,11,197.9,110,17.8,12.2,135,4.28,149.4,165,3.95,15.0,15,1.29,3,0
204,408,no,yes,2,176.4,143,39.35,332.3,61,11.07,223.7,96,7.51,4.1,19,2.71,7,1
164,510,no,no,17,71.1,75,55.74,327.6,102,25.09,31.2,72,7.48,18.7,16,4.72,6,0
227,415,no,no,37,23.6,28,53.93,137.5,32,14.02,383.8,142,6.58,10.5,3,4.31,0,0
180,408,no,yes,6,60.0,129,39.2,10.5,135,9.65,369.9,91,0.76,1.8,12,2.55,4,0
125,415,no,no,32,344.5,1,29.91,266.2,152,16.84,369.1,7,9.09,7.9,7,0.09,7,1
204,408,no,no,5,164.0,2,48.72,287.4,87,7.82,347.3,173,1.24,12.0,17,0.34,5,0
7,408,no,no,17,303.6,71,49.32,196.9,153,12.03,260.8,99,13.63,7.1,12,4.3,8,1
29,408,no,yes,44,297.1,10,48.94,146.2,153,9.98,87.3,38,11.75,14.0,8,1.42,6,0
139,408,no,no,21,179.0,159,9.31,309.0,16,24.12,19.5,135,6.0,17.6,4,1.59,1,0
33,415,yes,yes,50,247.3,3,1.5,69.9,90,27.73,39.2,105,11.0,15.4,10,0.7,0,0
134,408,no,no,38,67.5,136,58.01,159.6,156,22.79,128.0,49,3.96,12.9,13,1.12,8,0
111,510,no,yes,50,240.9,87,56.62,8.9,42,13.17,199.0,82,4.51,10.2,17,1.24,4,0
79,510,no,yes,8,95.3,112,33.3,59.5,72,15.13,392.3,26,5.34,5.1,17,2.06,1,0
160,415,no,no,34,291.2,15,58.59,341.5,4,3.75,172.0,76,13.55,9.1,19,3.12,3,1
179,408,yes,no,22,29.3,85,45.46,209.8,55,22.41,207.2,37,3.58,5.9,15,1.77,5,1
203,510,no,no,11,270.6,9,30.53,292.4,56,17.89,274.6,20,9.57,18.7,3,2.25,8,0
58,415,no,no,23,35.0,163,22.97,176.6,164,27.07,71.4,44,3.41,18.1,18,0.91,7,0
215,408,no,yes,49,308.4,23,34.98,303.0,71,6.02,368.5,150,4.85,3.1,4,0.28,5,1
26,510,no,no,39,106.5,63,30.43,195.6,78,22.79,209.0,29,4.0,16.5,1,1.74,3,0
226,510,no,no,8,229.0,55,58.63,1.6,35,20.54,109.1,94,10.97,14.1,16,0.31,4,0
174,415,no,yes,12,170.6,88,28.94,326.6,160,7.98,369.4,143,8.95,19.5,3,1.5,3,0
226,408,no,no,39,128.2,21,49.32,53.9,133,20.02,247.1,51,12.26,9.3,5,4.19,3,0
29,408,no,yes,41,225.9,49,48.0,163.6,114,27.73,191.1,105,3.74,14.4,17,1.83,7,0
4,510,no,no,16,331.6,46,4.21,173.0,70,27.55,229.2,40,0.16,10.4,5,0.97,3,0
209,510,no,no,6,14.4,22,5.13,17.1,91,21.59,295.6,80,11.57,1.4,19,4.51,2,0
99,510,no,no,16,321.6,82,38.93,19.3,134,1.44,61.0,23,1.95,0.9,14,3.2,1,0
141,408,no,no,49,213.2,18,15.29,276.8,104,26.17,341.6,147,4.19,2.4,0,4.94,0,0
233,415,no,no,23,282.6,161,38.79,109.1,64,19.73,379.0,102,5.2,5.9,16,1.5,4,1
39,415,no,yes,1,134.4,28,8.53,148.7,23,9.31,224.0,154,12.7,5.2,1,1.0,3,1
15,408,no,no,34,165.1,60,23.43,204.8,44,5.62,269.5,1,10.64,14.6,3,1.49,8,0
119,415,no,yes,27,304.1,84,6.05,135.5,146,3.49,339.6,59,3.13,14.3,2,4.06,8,1
29,510,no,no,18,145.2,34,16.64,281.3,116,1.51,148.1,50,10.16,19.4,2,0.76,4,0
157,415,no,no,32,187.1,4,5.21,321.1,159,22.62,392.2,128,12.04,6.2,13,1.21,4,0
75,415,no,no,20,7.1,75,57.26,21.7,29,7.08,268.8,90,6.61,18.8,19,3.51,5,1
116,415,no,no,9,55.5,6,23.31,230.7,64,0.73,167.5,100,4.18,12.3,7,3.69,3,1
32,510,no,no,45,224.6,129,53.17,115.3,159,11.92,267.5,113,11.54,9.9,7,4.79,5,1
130,408,no,no,44,250.9,137,57.3,211.7,147,14.48,206.1,5,10.39,13.4,8,4.9,7,1
175,510,no,yes,8,203.9,101,53.66,175.7,84,5.08,44.1,165,1.32,14.1,17,3.32,4,0
206,408,no,no,37,50.2,43,26.84,121.1,82,1.32,314.4,53,11.33,3.4,6,1.81,7,0
84,408,yes,yes,5,155.9,69,45.95,34.4,113,5.67,222.9,26,8.3,15.0,9,2.27,7,1
22,408,no,no,50,124.3,90,9.07,203.1,95,20.37,314.4,79,12.81,14.5,0,2.2,2,0
203,415,no,yes,41,173.5,162,5.6,40.9,157,2.47,61.2,62,3.24,20.0,3,1.94,5,1
27,415,no,no,34,304.6,61,51.74,56.7,86,16.65,212.7,98,4.39,18.2,19,1.69,0,0
195,408,no,yes,17,271.6,19,1.84,356.5,66,4.39,302.8,90,9.24,13.7,3,0.84,4,1
81,408,no,yes,18,29.4,162,57.37,115.0,30,5.87,390.4,34,8.19,14.2,13,1.83,6,1
126,415,no,no,4,311.6,164,39.66,212.2,65,11.79,349.3,57,6.57,18.9,4,4.85,4,0
236,510,no,yes,24,165.1,71,24.76,98.8,53,3.02,341.4,35,12.68,19.3,4,4.41,2,0
184,408,no,no,10,260.4,119,8.34,314.2,9,5.2,97.7,101,9.6,16.5,18,3.09,1,0
92,510,no,yes,9,49.0,94,42.67,102.9,165,10.47,331.0,91,12.07,15.3,4,0.96,1,0
221,415,no,no,16,234.8,126,33.22,133.2,82,9.89,66.9,55,2.61,2.2,10,4.39,8,0
